"block key","route id","road segment length","actual crashes 2022","predicted crashes","aadt 2022","travel lane width","speed limit","difference","geom"
"37fcf202593061d79b2adeb44734ce36",13069812,104.44008,28,174.47052,16044,10,20.0,-146.47052,"LINESTRING Z(-76.99952222729435 38.8860412127446 0, -76.99939055539454 38.88598997245397 0, -76.999107456899 38.885875086733925 0, -76.998949564293 38.885815512987634 0, -76.99883523962083 38.88576870434777 0, -76.99870457154354 38.885713382493805 0, -76.99845666360511 38.885604080772794 0)"
"20c82e202c41ba912bd972e9e27f95db",11024502,151.4055,350,80.158356,2254,12,25.0,269.84164,"LINESTRING Z(-77.03342873007352 38.95622054664241 0, -77.03331317062002 38.95626570203127 0, -77.03328258115206 38.9562816373575 0, -77.03324519991543 38.9563055379141 0, -77.03318064499531 38.956371911138106 0, -77.03309569152468 38.9564621800218 0, -77.03306171118187 38.95648077368774 0, -77.03302773035443 38.9565232572635 0, -77.03294431289706 38.95661767841072 0, -77.03289715070031 38.956673092521285 0, -77.03285021917776 38.95672850654742 0, -77.03280328758214 38.956783920554116 0, -77.03275635595496 38.95683942462397 0, -77.03270965500253 38.95689492860987 0, -77.03266283864475 38.95695052269137 0, -77.03261625296206 38.95700611668911 0, -77.03256955183261 38.957061710699854 0, -77.03252308142001 38.95711739470976 0, -77.03247661093475 38.9571730787006 0, -77.03244778303849 38.95720758835656 0, -77.03237928792652 38.95728976271437 0)"
"2123605aeabaec6bcbac2e75e3d671f7",13064282,49.295834,0,87.04211,3036,10,20.0,-87.04211,"LINESTRING Z(-77.00595243006427 38.88143843420686 0, -77.00579649403375 38.88101143535285 0)"
"212d652c6bf9492af80708df3a03f523",11003702,54.229187,7,119.90031,7157,13,20.0,-112.90031,"LINESTRING Z(-77.07295216484722 38.91874217755776 0, -77.07295488679061 38.91881036893458 0, -77.07295749268944 38.91887783971636 0, -77.0729701917123 38.91911754350208 0, -77.07297159943239 38.91914096428568 0, -77.07297441644252 38.91918933726797 0, -77.07297684531831 38.91923027861854 0)"
"21760adb8a5266deec09d8c2aff037bd",12015342,238.67937,294,285.51077,33020,10,35.0,8.48923,"LINESTRING Z(-76.95749707194327 38.89654510200974 0, -76.95722286599128 38.89650335624611 0, -76.95679808373846 38.896428142218305 0, -76.95619963594707 38.89632031443081 0, -76.95480481834068 38.8961032670345 0)"
"219a753bdf947836070689dd427f7ddb",13061162,215.19379,238,139.80005,9563,10,20.0,98.19995,"LINESTRING Z(-76.96113927878864 38.87855020160051 0, -76.96112301665175 38.878572717176176 0, -76.96110352522152 38.87859955570372 0, -76.96108391857842 38.878626304105566 0, -76.96107192385475 38.878642785471044 0, -76.96106442716798 38.878653052542376 0, -76.9608253347356 38.87898898571343 0, -76.96064921582762 38.879234134999045 0, -76.96060769443112 38.87929204497571 0, -76.960386706457 38.87960158872507 0, -76.96012569403665 38.87996651999966 0, -76.95999697496582 38.880145833084605 0, -76.95992811692165 38.88024174886136 0)"
"21a59e20c4bdfe116aa182155ee65c2e",13059452,155.74316,651,139.3672,7402,12,30.0,511.63278,"LINESTRING Z(-76.99602594864817 38.84753289553486 0, -76.99602694089413 38.847505032460006 0, -76.99603017119178 38.847419092040035 0, -76.99603097877247 38.847397471808215 0, -76.99603409404862 38.84730819825941 0, -76.996037206423 38.847271083585916 0, -76.99604124036316 38.8472340590278 0, -76.99604608067092 38.847197124581 0, -76.99605172735005 38.84716019016107 0, -76.99605829559081 38.847123345856176 0, -76.99606555499388 38.847086681742816 0, -76.99607373596108 38.847050017659754 0, -76.99608272328469 38.84701353377178 0, -76.99609263215986 38.84697723008257 0, -76.99610323220259 38.84694092641536 0, -76.99611579050635 38.846905793909606 0, -76.99612927036219 38.84687075151726 0, -76.99614378695502 38.84683597941066 0, -76.9961591098916 38.84680147758185 0, -76.99617546956263 38.846767246038056 0, -76.99619275077112 38.846733284775084 0, -76.9962109535159 38.846699593792515 0, -76.99623007779098 38.84666626317439 0, -76.99625012360026 38.84663320283581 0, -76.99627109093788 38.846600502860746 0, -76.99630375131987 38.84655420951248 0, -76.99637016639318 38.84646006436088 0, -76.99648064605181 38.84631431113659 0, -76.9964923967422 38.84629854671485 0, -76.99655218693735 38.84621837335197 0)"
"21add6e54b7ec51bb73bb261f11eaecc",11004602,74.804726,7,77.626076,1931,9,25.0,-70.626076,"LINESTRING Z(-77.0906073447815 38.95037357250042 0, -77.09060685544617 38.95044239613817 0, -77.09061098634791 38.95096946736353 0, -77.09061154685763 38.951047388541234 0)"
"21b3634dbf965a47f682c91f3e2d73b6",15065322,35.590786,7,251.26576,38540,12,21.6,-244.26576,"LINESTRING Z(-77.0090531842889 38.91080255493076 0, -77.00905322499219 38.91112315282831 0)"
"21be9a28d6283e6051d535cd5e39bb80",11002702,78.12198,21,86.956955,3274,13,20.0,-65.956955,"LINESTRING Z(-77.05619581807981 38.96311394948402 0, -77.05619553344053 38.96319196110595 0, -77.05619487583824 38.9633823058373 0, -77.05619289949355 38.96350986366524 0, -77.05619147541995 38.9636061625839 0, -77.05619218214738 38.9636244489995 0, -77.05619369656921 38.9636427350268 0, -77.0561960186152 38.96366093058341 0, -77.05619937905567 38.963679035558194 0, -77.05620354712156 38.96369705006214 0, -77.05620863819847 38.963714974039604 0, -77.0562146522159 38.963732717407986 0, -77.05622147371854 38.963750190140146 0, -77.0562289871085 38.963767122043905 0, -77.05623765477957 38.96378459388715 0, -77.05624862909099 38.96380071338208 0, -77.0562550398773 38.963809466320264 0)"
"21e96091a3b34d6dd4f9553ae99bede5",11080352,167.40814,28,136.75719,8753,11,21.6,-108.75719,"LINESTRING Z(-77.05172548972833 38.92043915841364 0, -77.0515133376967 38.920700835958215 0, -77.05137347283494 38.920894621616455 0, -77.05131590489825 38.92101960141933 0, -77.05127135594907 38.92114457547936 0, -77.05125093328685 38.92120851653451 0, -77.05122125267168 38.921307332876566 0, -77.05119823550467 38.92141974886297 0, -77.05119830293557 38.9214333604148 0, -77.05119853258006 38.92148016757847 0, -77.05119890852174 38.92155406271483 0, -77.05121038383376 38.921620088717866 0, -77.05121736622739 38.9216601637007 0, -77.05124985020657 38.9217873920635 0, -77.05125559763054 38.921809874324126 0, -77.05126547242004 38.92184701131981 0)"
"21eb96f276d4fe7433f446d0f811d14e",11003502,101.09232,35,135.44524,8751,10,20.0,-100.44524,"LINESTRING Z(-77.0692869909079 38.913666499166354 0, -77.0692904113054 38.91374532011753 0, -77.06929206101039 38.91378180291791 0, -77.06930019513148 38.91396511781774 0, -77.06930580160575 38.91415771280007 0, -77.06931611486955 38.9143289552187 0, -77.06932468888267 38.91449019940646 0, -77.06932926968449 38.91457649657758 0)"
"21f29abdca7fd52a51220c53f37a5498",11001002,163.35974,196,52.274082,853,10,21.6,143.72592,"LINESTRING Z(-77.02598213309247 38.904179781230496 0, -77.02598577827192 38.9043752887207 0, -77.02598868471001 38.90475814308775 0, -77.02598850122241 38.90507722798922 0, -77.02598850309668 38.905082371758056 0, -77.02598847318909 38.90512685500877 0, -77.0259855514164 38.905651276865925 0)"
"21fa7c1c9e1226397087dfe7563f6b02",11059602,81.877464,413,242.52061,31508,11,25.0,170.47939,"LINESTRING Z(-77.03457017752591 38.906566120121525 0, -77.03480246334689 38.9066490450862 0, -77.03505084479418 38.90673238815256 0, -77.03529230982384 38.90681690386485 0, -77.03543276086103 38.90686559652479 0)"
"21ffd8f30b20836b187c294cded8d27e",12000102,109.93744,70,176.95348,16734,12,21.6,-106.95347,"LINESTRING Z(-77.00588827538215 38.90845720060181 0, -77.00588812982676 38.908509620177554 0, -77.00588790436818 38.908571777779294 0, -77.00588768153514 38.908665734842494 0, -77.00588745513842 38.90871654192637 0, -77.00588873591637 38.90886815232534 0, -77.00588886373454 38.9090197627782 0, -77.00588795388214 38.90917137327926 0, -77.00588589105575 38.90932298383416 0, -77.00588371068581 38.9094474792726 0)"
"220d5744a85bb8d732e299b111251a5f",11051022,238.4318,21,70.45733,1492,8,25.0,-49.45733,"LINESTRING Z(-77.03634517793687 38.985666827673974 0, -77.0364697757344 38.98569189477765 0, -77.03669059820272 38.985736236201745 0, -77.0371669612842 38.98582249256998 0, -77.03729950003599 38.9858464842882 0, -77.0380824758944 38.98598892205342 0, -77.0381420390045 38.98599980258116 0, -77.0382283824889 38.98601562884516 0, -77.03830168216315 38.98602911718249 0, -77.03860261499472 38.986084238587395 0, -77.03863147215812 38.98608765218016 0, -77.03866032912876 38.986090705437384 0, -77.03868930132748 38.98609339832092 0, -77.03871827333248 38.986095730868826 0, -77.03874736056473 38.98609770304292 0, -77.03877633213212 38.98609922483749 0, -77.03880553439609 38.986100476302035 0, -77.03883462099427 38.98610127738706 0, -77.03886370739662 38.986101718136446 0, -77.03887501867978 38.98610171437742 0, -77.03889290902384 38.98610179851181 0, -77.0389229186983 38.986102058775224 0, -77.03895304349876 38.98610177849987 0, -77.03898316800333 38.98610095772413 0, -77.03901317678984 38.986099596486525 0, -77.03903314397579 38.986098328674935 0)"
"2295bf4e9e18cd0f227ec16976b32983",11086122,262.12143,49,130.90842,8495,12,20.0,-81.90841,"LINESTRING Z(-77.05863309201953 38.94097454899369 0, -77.05876502723517 38.94097443769655 0, -77.0587897117465 38.94097442528386 0, -77.05933288619154 38.94097397066179 0, -77.05987040713124 38.94097180483569 0, -77.06025197989473 38.94097277984812 0, -77.06071394896978 38.94097209039022 0, -77.0611469328857 38.94097356725523 0, -77.06123936169979 38.940973888207 0, -77.06143510787291 38.94097414582047 0, -77.06156821990709 38.94097434603122 0, -77.0616562119093 38.94097939834458 0)"
"22a8d8502577659b47af411512fa3e20",11001502,81.926,42,100.43775,4277,10,20.0,-58.437748,"LINESTRING Z(-77.0345546963741 38.91187837332653 0, -77.03455426938805 38.91194899885033 0, -77.03455255508952 38.912218402810474 0, -77.03455252311329 38.9122237988162 0, -77.03455062600709 38.912520489080364 0, -77.03455052069887 38.91254111821127 0, -77.03455194076777 38.91261633743386 0)"
"22a9010734c0b60dcb01ed3356481fb9",11003402,110.74744,84,101.89229,4216,10,21.6,-17.89229,"LINESTRING Z(-77.06787448909766 38.910730518363735 0, -77.06787617118682 38.91080186348094 0, -77.06787628940106 38.910804926249625 0, -77.06788048579102 38.91097399243162 0, -77.0678819244486 38.91103184318651 0, -77.06788576171805 38.91130812688559 0, -77.06788966089579 38.91152828855183 0, -77.06789219848827 38.91165044022064 0, -77.06789365593212 38.91172800121333 0)"
"234f1eb08e8d6275cbe0e99e77e1c622",12092622,253.4674,84,127.07087,7511,10,20.0,-43.070873,"LINESTRING Z(-76.98220949382663 38.91363884569563 0, -76.98213971943599 38.913700632252244 0, -76.9820634864625 38.91376809302836 0, -76.98175094113017 38.91404532127528 0, -76.98140483216275 38.914351009681745 0, -76.9811016240227 38.9146185987283 0, -76.98068169530474 38.91499183552076 0, -76.98027652527144 38.91535129051794 0)"
"23925803b79974461e975a3704852468",12063252,113.84026,0,140.0601,7362,12,30.0,-140.0601,"LINESTRING Z(-76.91778378879253 38.898375356918926 0, -76.91766620278392 38.89837626502767 0, -76.91763876600312 38.89837651593893 0, -76.91729834607807 38.89837645561351 0, -76.91698766873199 38.898375965015916 0, -76.91664862879341 38.898378786455154 0, -76.91663318052717 38.898379496101484 0, -76.91661773141836 38.898380926414504 0, -76.9165967478498 38.89838325361105 0, -76.91657587840034 38.89838657180574 0, -76.91655535362777 38.89839088116318 0, -76.9165350584628 38.89839600143405 0, -76.91648340667845 38.8984213410888 0)"
"23efc668315400815adf5884a9bf01b5",11016382,95.652275,63,172.4995,16128,11,20.0,-109.49949,"LINESTRING Z(-77.00925374634512 38.96019183795224 0, -77.00926563413871 38.96022048327173 0, -77.00928340892017 38.96026930662071 0, -77.00929091120257 38.960289394440224 0, -77.009301529841 38.96031794977382 0, -77.00931988154579 38.960366592905274 0, -77.00933834865519 38.960415236024126 0, -77.0093571619173 38.96046378902929 0, -77.0093762059528 38.960512251929934 0, -77.00939548076217 38.96056062472586 0, -77.00941498635763 38.96060899749957 0, -77.00943472272779 38.960657280168355 0, -77.00945468988502 38.96070556281468 0, -77.00947361780894 38.96074753976129 0, -77.0094933533931 38.96078933647378 0, -77.00951401200703 38.960830862859765 0, -77.00953547827174 38.96087211892814 0, -77.00955740594426 38.96091233900496 0, -77.00958094912656 38.9609537300184 0, -77.00960495371896 38.96099408503927 0, -77.00961210887203 38.961005615019864 0)"
"2bc833a8c6adb31d12628aee4a643299",11055962,180.88184,35,58.349957,950,8,25.0,-23.349957,"LINESTRING Z(-77.05989367295734 38.951887049985935 0, -77.06007799682571 38.95198735262924 0, -77.06009554035697 38.95199671221793 0, -77.06045553589666 38.952195699557194 0, -77.06084818951727 38.95240322664808 0, -77.06123288649331 38.95261237807002 0, -77.0615028564021 38.952758800965576 0, -77.06151324427462 38.95276438062976 0, -77.06160812062086 38.95281576791094 0)"
"2bd36cbe38fb5a0c9766e7e194294df0",11004602,153.9479,7,77.626076,1931,9,25.0,-70.626076,"LINESTRING Z(-77.0906102867183 38.9533232405669 0, -77.09061004321785 38.95340395489711 0, -77.09060919482529 38.95364411615119 0, -77.09060923394668 38.9541286711686 0, -77.09061005535217 38.95459331725153 0, -77.0906099944913 38.954636196675914 0, -77.09060985753872 38.954709974533095 0)"
"2c09cb4cccbff8f33912b1862d9ec3ad",12055642,81.8819,91,127.80213,7815,11,20.0,-36.802128,"LINESTRING Z(-77.00768254581095 38.91557007320525 0, -77.00765857064847 38.915651239876084 0, -77.00762917788329 38.91575015331388 0, -77.00759978503666 38.91584906674249 0, -77.00756337271727 38.915974843469215 0, -77.0074939711002 38.916214541693066 0, -77.00747230098304 38.91628913208458 0)"
"2c3dea8c54abd46503b51434ab4f8fa9",11000602,177.30916,63,145.82387,10443,10,20.0,-82.82386,"LINESTRING Z(-77.01990339297028 38.90565089496567 0, -77.01990337443706 38.90566711000121 0, -77.01990323288936 38.90573827600032 0, -77.01990216286036 38.90628319132003 0, -77.01990234038574 38.906919360952415 0, -77.01990156216745 38.90714664173257 0, -77.01990122153255 38.90724807579833 0)"
"2c477d2dd012774d50abc79ea616524b",11070522,269.26932,49,165.8671,10754,11,30.0,-116.8671,"LINESTRING Z(-77.02054579684349 38.976535415715354 0, -77.02029419023413 38.976903797112385 0, -77.02014029688708 38.9771116435412 0, -77.01999113018566 38.977304715457464 0, -77.01996713405933 38.97733516736632 0, -77.01994244539414 38.9773653491413 0, -77.01991706416429 38.97739517069979 0, -77.0198911057766 38.97742463202161 0, -77.01986433941616 38.97745373314569 0, -77.01983699589708 38.977482474032264 0, -77.01980895978654 38.977510764618245 0, -77.01978023110934 38.977538694985434 0, -77.01975092524759 38.977566175031455 0, -77.01958310421331 38.977708407126386 0, -77.0193561712149 38.97789545569422 0, -77.01914211850897 38.978046694007716 0, -77.01907300087544 38.978091115856174 0, -77.01906376987546 38.97809733303744 0, -77.01905465428209 38.978103550199116 0, -77.01904553871127 38.97810985744233 0, -77.01903642316293 38.978116254767095 0, -77.01902742302123 38.97812265207236 0, -77.01901842290206 38.97812913945918 0, -77.01900953818951 38.97813562682654 0, -77.01900065347533 38.97814211419322 0, -77.018991884192 38.97814869162273 0, -77.01898311490706 38.97815526905157 0, -77.01897365321803 38.97816202675659 0, -77.01896396066236 38.97816860433379 0, -77.0189541526247 38.97817491168209 0, -77.01894422915278 38.97818112896601 0, -77.01893395940606 38.97818716614062 0, -77.01892368960966 38.97819302314983 0, -77.01891318894681 38.978198700030916 0, -77.01890245741755 38.978204196783885 0, -77.01889161043042 38.97820951338997 0, -77.01888064796152 38.978214559766954 0, -77.01885422308861 38.97822843669821 0, -77.01882779820538 38.97824231362349 0, -77.0188012578796 38.978256100479065 0, -77.0187747175197 38.97826979724631 0, -77.0187481771497 38.97828349400749 0, -77.01872163676941 38.9782971907626 0, -77.01871413622635 38.97830106550023 0, -77.01869498097034 38.97831088753011 0, -77.01866844054602 38.97832449419085 0, -77.01864178470298 38.9783381008639 0, -77.01861501341743 38.97835161746697 0, -77.01860105072726 38.978358375857994 0, -77.01858128362825 38.97836763945648 0)"
"2c5b57d3a40fb3acbdf5d2e98cb02ba7",11000602,117.06491,126,142.06871,9105,13,25.0,-16.068708,"LINESTRING Z(-77.01990308122335 38.91304442235611 0, -77.01990329561615 38.913234210007126 0, -77.01990330066963 38.91325231676744 0, -77.01990259415956 38.91348888487009 0, -77.01990214031026 38.9136392251065 0, -77.01989946003891 38.91395109422413 0, -77.01989957788234 38.913960192625176 0, -77.01989984720335 38.91409892097836 0)"
"2c6e02bd8a121e044e63e61279a1ef3a",11064222,42.121815,7,178.2562,12451,10,30.0,-171.2562,"LINESTRING Z(-77.01030332049282 38.95518657923427 0, -77.010239878212 38.95526928070069 0, -77.0102096565608 38.95530864947077 0, -77.01012591278078 38.955420269181005 0, -77.0100561260908 38.95551324051719 0)"
"2d1cb5dd46da8815f75595e5236cad3f",15031912,141.25023,28,213.08174,25308,11,21.6,-185.08174,"LINESTRING Z(-76.93436626197514 38.889769720507175 0, -76.93424533705306 38.88976965249907 0, -76.93408857612118 38.88976956415052 0, -76.93394301898573 38.889769481927885 0, -76.9336071125852 38.88976929148811 0, -76.93292249276303 38.889770008387586 0, -76.93273821798344 38.88976990242392 0)"
"2d1fdb68617fc5a3d4480ae51318bd76",12001702,88.52875,21,133.1489,8000,10,21.6,-112.1489,"LINESTRING Z(-76.98071437948441 38.89611877710972 0, -76.98065854106413 38.8961996900367 0, -76.98064447284551 38.896216533352344 0, -76.98062982831426 38.896233106319734 0, -76.98061460747023 38.89624940893859 0, -76.98059881033771 38.89626535112505 0, -76.98058255219233 38.8962809328981 0, -76.98056952269926 38.89629309202657 0, -76.98055603219593 38.89630489074217 0, -76.9805421959093 38.896316509231276 0, -76.98038491910512 38.89646322921848 0, -76.98035678520598 38.89648682641096 0, -76.98032934279698 38.89651096421494 0, -76.98030259190327 38.896535552547284 0, -76.9802765325248 38.896560591408466 0, -76.98025104941051 38.896585990695776 0, -76.98022637308856 38.89661184053225 0, -76.98020250355933 38.89663814091839 0, -76.98017921027022 38.89666489181558 0, -76.9801567238246 38.896691913096056 0, -76.98014207863125 38.89671010750669 0, -76.98012789448677 38.89672848216109 0, -76.98010851999558 38.896757215550736 0)"
"2d2b342015d740b92928281ea95adb64",11016382,154.686,70,158.66397,13117,11,20.0,-88.66397,"LINESTRING Z(-77.01630389682832 38.972353012121985 0, -77.01632767954942 38.97239895080946 0, -77.0163431498229 38.972428585745966 0, -77.01635238576316 38.97244606043327 0, -77.01637720738806 38.97249307995285 0, -77.0164023752229 38.97254000933582 0, -77.01642765849033 38.97258693869672 0, -77.01645328794773 38.972633687838254 0, -77.01647914823785 38.97268043694123 0, -77.01650523931933 38.97272700584075 0, -77.01653029144076 38.97277186331611 0, -77.01655522819394 38.97281672080205 0, -77.01658016497858 38.97286157828227 0, -77.01660510179454 38.972906435756734 0, -77.01661595396406 38.9729260721685 0, -77.01663003864199 38.9729512932255 0, -77.01665497552074 38.97299615068856 0, -77.01667979705188 38.97304109824465 0, -77.01670473399349 38.97308595569626 0, -77.01672955556616 38.973130813158676 0, -77.01675449259155 38.97317576068121 0, -77.01677123272133 38.97320584578629 0, -77.01678820364482 38.97323584077333 0, -77.0168055207628 38.97326574562562 0, -77.01682306867514 38.973295560359595 0, -77.0168409627825 38.97332528495858 0, -77.01685908768475 38.973354919439004 0, -77.01687755876142 38.973384373701805 0, -77.01689626065475 38.97341382792814 0, -77.01691530872316 38.97344310193658 0, -77.01693458758727 38.97347228582596 0, -77.0169579054115 38.97350110879692 0, -77.01697152659624 38.97351741172504 0, -77.0169816847938 38.97352966144904 0, -77.01700604113536 38.97355794376517 0, -77.01703085903563 38.97358595576188 0, -77.01705613849485 38.97361369743878 0)"
